Categorie 1,Categorie 2,Categorie 3,Name FR,Name EN,Pricing Base,Unit,Unit viewed,Hours base,Price,Cost
Moyens Humains Conventionels,Développement & préparation,Conception,Coordinateur d'émission ,Program Coordinator,USPA AUTRES,Semaine 35h,Semaines,35,"727,88",
Moyens Humains Conventionels,Développement & préparation,Conception,Directeur artistique ,Art Director,USPA FICTION,Semaine 35h,Semaines,35,"1 127,35",
Moyens Humains Conventionels,Développement & préparation,Conception,Directeur artistique ,Art Director,USPA FLUX,Semaine 35h,Semaines,35,"1 110,85",
Moyens Humains Conventionels,Développement & préparation,Conception,Directeur artistique ,Art Director,USPA AUTRES,Semaine 35h,Semaines,35,"1 099,85",
Moyens Humains Conventionels,Développement & préparation,Conception,Directeur de jeux ,Game Director,USPA FLUX,Semaine 35h,Semaines,35,"1 110,85",
Moyens Humains Conventionels,Développement & préparation,Conception,Directeur de jeux ,Game Director,USPA AUTRES,Semaine 35h,Semaines,35,"1 099,85",
Moyens Humains Conventionels,Développement & préparation,Conception,Producteur artistique ,Artistic Producer,USPA FLUX,Semaine 35h,Semaines,35,"1 110,85",
Moyens Humains Conventionels,Développement & préparation,Conception,Producteur artistique ,Artistic Producer,USPA AUTRES,Semaine 35h,Semaines,35,"1 099,85",
Moyens Humains Conventionels,Développement & préparation,Conception,Programmateur artistique d'émission ,Artistic Program Scheduler,USPA FLUX,Semaine 35h,Semaines,35,"735,16",
Moyens Humains Conventionels,Développement & préparation,Conception,Programmateur artistique d'émission ,Artistic Program Scheduler,USPA AUTRES,Semaine 35h,Semaines,35,"727,88",
Moyens Humains Conventionels,Développement & préparation,Conception,Storyboarder ,Storyboard Artist,USPA FICTION,Semaine 35h,Semaines,35,"894,37",
Moyens Humains Conventionels,Développement & préparation,Conception,Storyboarder ,Storyboard Artist,USPA FLUX,Semaine 35h,Semaines,35,"881,28",
Moyens Humains Conventionels,Développement & préparation,Conception,Storyboarder ,Storyboard Artist,USPA AUTRES,Semaine 35h,Semaines,35,"872,56",
Moyens Humains Conventionels,Tournage,Décoration,1er assistant décorateur ,1st Assistant Set Decorator,USPA FICTION,Semaine 35h,Semaines,35,"962,49",
Moyens Humains Conventionels,Tournage,Décoration,1er assistant décorateur ,1st Assistant Set Decorator,USPA FLUX,Semaine 35h,Semaines,35,"948,41",
Moyens Humains Conventionels,Tournage,Décoration,1er assistant décorateur ,1st Assistant Set Decorator,USPA AUTRES,Semaine 35h,Semaines,35,"939,02",
Moyens Humains Conventionels,Tournage,Décoration,1er assistant décorateur spécialisé,Specialized 1st Assistant Set Decorator,USPA FICTION,Semaine 35h,Semaines,35,"1 154,48",
Moyens Humains Conventionels,Tournage,Décoration,2ème assistant décorateur ,2nd Assistant Set Decorator,USPA FICTION,Semaine 35h,Semaines,35,"839,05",
Moyens Humains Conventionels,Tournage,Décoration,2ème assistant décorateur ,2nd Assistant Set Decorator,USPA FLUX,Semaine 35h,Semaines,35,"826,78",
Moyens Humains Conventionels,Tournage,Décoration,2ème assistant décorateur ,2nd Assistant Set Decorator,USPA AUTRES,Semaine 35h,Semaines,35,"818,59",
Moyens Humains Conventionels,Tournage,Décoration,2ème assistant décorateur spécialisé,Specialized 2nd Assistant Set Decorator,USPA FICTION,Semaine 35h,Semaines,35,"1 102,38",
Moyens Humains Conventionels,Tournage,Décoration,Accessoiriste ,Props Master,USPA FICTION,Semaine 35h,Semaines,35,"810,81",
Moyens Humains Conventionels,Tournage,Décoration,Accessoiriste ,Props Master,USPA FLUX,Semaine 35h,Semaines,35,"798,94",
Moyens Humains Conventionels,Tournage,Décoration,Accessoiriste ,Props Master,USPA AUTRES,Semaine 35h,Semaines,35,"791,03",
Moyens Humains Conventionels,Tournage,Décoration,Accessoiriste spécialisé,Specialized Props Master,USPA FICTION,Semaine 35h,Semaines,35,"1 081,47",
Moyens Humains Conventionels,Tournage,Décoration,Animatronicien ,Animatronics Technician,USPA AUTRES,Semaine 35h,Semaines,35,"769,64",
Moyens Humains Conventionels,Tournage,Décoration,Assistant décorateur adjoint ,Assistant Set Decorator,USPA FICTION,Semaine 35h,Semaines,35,"463,28",
Moyens Humains Conventionels,Tournage,Décoration,Assistant décorateur adjoint ,Assistant Set Decorator,USPA FLUX,Semaine 35h,Semaines,35,"456,50",
Moyens Humains Conventionels,Tournage,Décoration,Assistant décorateur adjoint ,Assistant Set Decorator,USPA AUTRES,Semaine 35h,Semaines,35,"451,99",
Moyens Humains Conventionels,Tournage,Décoration,Chef constructeur ,Head Builder / Construction Foreman,USPA FICTION,Semaine 35h,Semaines,35,"1 221,74",
Moyens Humains Conventionels,Tournage,Décoration,Chef constructeur ,Head Builder / Construction Foreman,USPA FLUX,Semaine 35h,Semaines,35,"1 203,69",
Moyens Humains Conventionels,Tournage,Décoration,Chef constructeur ,Head Builder / Construction Foreman,USPA AUTRES,Semaine 35h,Semaines,35,"1 203,69",
Moyens Humains Conventionels,Tournage,Décoration,Chef d’équipe de décor ,Set Team Leader,USPA FICTION,Semaine 35h,Semaines,35,"1 114,05",
Moyens Humains Conventionels,Tournage,Décoration,Chef d’équipe de décor ,Set Team Leader,USPA AUTRES,Semaine 35h,Semaines,35,"1 086,87",
Moyens Humains Conventionels,Tournage,Décoration,Chef décorateur ,Head Set Designer / Production Designer,USPA FICTION,Semaine 35h,Semaines,35,"1 664,48",
Moyens Humains Conventionels,Tournage,Décoration,Chef décorateur ,Head Set Designer / Production Designer,USPA FLUX,Semaine 35h,Semaines,35,"1 639,88",
Moyens Humains Conventionels,Tournage,Décoration,Chef décorateur ,Head Set Designer / Production Designer,USPA AUTRES,Semaine 35h,Semaines,35,"1 639,88",
Moyens Humains Conventionels,Tournage,Décoration,Chef décorateur spécialisé,Specialized Head Set Designer,USPA FICTION,Semaine 35h,Semaines,35,"2 219,31",
Moyens Humains Conventionels,Tournage,Décoration,Constructeur de décor ,Set Builder / Carpenter,USPA FICTION,Semaine 35h,Semaines,35,"932,11",
Moyens Humains Conventionels,Tournage,Décoration,Constructeur de décor ,Set Builder / Carpenter,USPA FLUX,Semaine 35h,Semaines,35,"918,47",
Moyens Humains Conventionels,Tournage,Décoration,Constructeur de décor ,Set Builder / Carpenter,USPA AUTRES,Semaine 35h,Semaines,35,"909,38",
Moyens Humains Conventionels,Tournage,Décoration,Décorateur ,Set Decorator,USPA FICTION,Semaine 35h,Semaines,35,"1 069,70",
Moyens Humains Conventionels,Tournage,Décoration,Décorateur ,Set Decorator,USPA FLUX,Semaine 35h,Semaines,35,"1 054,04",
Moyens Humains Conventionels,Tournage,Décoration,Décorateur ,Set Decorator,USPA AUTRES,Semaine 35h,Semaines,35,"1 043,61",
Moyens Humains Conventionels,Tournage,Décoration,Décorateur spécialisé,Specialized Set Decorator,USPA FICTION,Semaine 35h,Semaines,35,"1 370,82",
Moyens Humains Conventionels,Tournage,Décoration,Dessinateur en décor ,Set Draftsman,USPA FICTION,Semaine 35h,Semaines,35,"839,05",
Moyens Humains Conventionels,Tournage,Décoration,Dessinateur en décor ,Set Draftsman,USPA AUTRES,Semaine 35h,Semaines,35,"818,59",
Moyens Humains Conventionels,Tournage,Décoration,Dessinateur en décor spécialisé,Specialized Set Draftsman,USPA FICTION,Semaine 35h,Semaines,35,"1 113,25",
Moyens Humains Conventionels,Tournage,Décoration,Machiniste de construction ,Construction Grip,USPA FICTION,Semaine 35h,Semaines,35,"920,25",
Moyens Humains Conventionels,Tournage,Décoration,Machiniste de construction ,Construction Grip,USPA FLUX,Semaine 35h,Semaines,35,"906,79",
Moyens Humains Conventionels,Tournage,Décoration,Machiniste de construction ,Construction Grip,USPA AUTRES,Semaine 35h,Semaines,35,"897,81",
Moyens Humains Conventionels,Tournage,Décoration,Electricien de construction ,Construction Electrician,USPA FICTION,Semaine 35h,Semaines,35,"920,25",
Moyens Humains Conventionels,Tournage,Décoration,Electricien de construction ,Construction Electrician,USPA FLUX,Semaine 35h,Semaines,35,"906,79",
Moyens Humains Conventionels,Tournage,Décoration,Electricien de construction ,Construction Electrician,USPA AUTRES,Semaine 35h,Semaines,35,"897,81",
Moyens Humains Conventionels,Tournage,Décoration,Ensemblier décorateur ,Set Decorator,USPA FICTION,Semaine 35h,Semaines,35,"962,49",
Moyens Humains Conventionels,Tournage,Décoration,Ensemblier décorateur ,Set Decorator,USPA FLUX,Semaine 35h,Semaines,35,"948,41",
Moyens Humains Conventionels,Tournage,Décoration,Ensemblier décorateur ,Set Decorator,USPA AUTRES,Semaine 35h,Semaines,35,"939,02",
Moyens Humains Conventionels,Tournage,Décoration,Ensemblier décorateur spécialisé,Specialized Set Decorator,USPA FICTION,Semaine 35h,Semaines,35,"1 154,48",
Moyens Humains Conventionels,Tournage,Décoration,Maçon de décor ,Set Mason,USPA FICTION,Semaine 35h,Semaines,35,"920,25",
Moyens Humains Conventionels,Tournage,Décoration,Maçon de décor ,Set Mason,USPA AUTRES,Semaine 35h,Semaines,35,"897,81",
Moyens Humains Conventionels,Tournage,Décoration,Menuisier-traceur-toupilleur de décor ,Layout/Spindle Moulder Carpenter,USPA FICTION,Semaine 35h,Semaines,35,"949,67",
Moyens Humains Conventionels,Tournage,Décoration,Menuisier-traceur-toupilleur de décor ,Layout/Spindle Moulder Carpenter,USPA FLUX,Semaine 35h,Semaines,35,"935,78",
Moyens Humains Conventionels,Tournage,Décoration,Menuisier-traceur-toupilleur de décor ,Layout/Spindle Moulder Carpenter,USPA AUTRES,Semaine 35h,Semaines,35,"926,51",
Moyens Humains Conventionels,Tournage,Décoration,Métallier / Serrurier / Mécanicien de décor ,Metalworker / Locksmith / Set Mechanic,USPA FICTION,Semaine 35h,Semaines,35,"920,25",
Moyens Humains Conventionels,Tournage,Décoration,Métallier / Serrurier / Mécanicien de décor ,Metalworker / Locksmith / Set Mechanic,USPA FLUX,Semaine 35h,Semaines,35,"906,79",
Moyens Humains Conventionels,Tournage,Décoration,Métallier / Serrurier / Mécanicien de décor ,Metalworker / Locksmith / Set Mechanic,USPA AUTRES,Semaine 35h,Semaines,35,"897,81",
Moyens Humains Conventionels,Tournage,Décoration,Peintre de décor ,Set Painter,USPA FICTION,Semaine 35h,Semaines,35,"920,25",
Moyens Humains Conventionels,Tournage,Décoration,Peintre de décor ,Set Painter,USPA AUTRES,Semaine 35h,Semaines,35,"897,81",
Moyens Humains Conventionels,Tournage,Décoration,Peintre en lettres / en faux bois de décor ,Sign / Faux Finish Painter,USPA FICTION,Semaine 35h,Semaines,35,"920,25",
Moyens Humains Conventionels,Tournage,Décoration,Peintre en lettres / en faux bois de décor ,Sign / Faux Finish Painter,USPA FLUX,Semaine 35h,Semaines,35,"906,79",
Moyens Humains Conventionels,Tournage,Décoration,Peintre en lettres / en faux bois de décor ,Sign / Faux Finish Painter,USPA AUTRES,Semaine 35h,Semaines,35,"897,81",
Moyens Humains Conventionels,Tournage,Décoration,Régisseur d’extérieurs ,Location Manager,USPA FICTION,Semaine 35h,Semaines,35,"839,05",
Moyens Humains Conventionels,Tournage,Décoration,Régisseur d’extérieurs ,Location Manager,USPA FLUX,Semaine 35h,Semaines,35,"826,78",
Moyens Humains Conventionels,Tournage,Décoration,Régisseur d’extérieurs ,Location Manager,USPA AUTRES,Semaine 35h,Semaines,35,"818,59",
Moyens Humains Conventionels,Tournage,Décoration,Régisseur d’extérieurs spécialisé,Specialized Location Manager,USPA FICTION,Semaine 35h,Semaines,35,"1 113,25",
Moyens Humains Conventionels,Tournage,Décoration,Rippeur ,Ripper / Set Striker,USPA FICTION,Semaine 35h,Semaines,35,"822,58",
Moyens Humains Conventionels,Tournage,Décoration,Rippeur ,Ripper / Set Striker,USPA FLUX,Semaine 35h,Semaines,35,"810,55",
Moyens Humains Conventionels,Tournage,Décoration,Rippeur ,Ripper / Set Striker,USPA AUTRES,Semaine 35h,Semaines,35,"802,52",
Moyens Humains Conventionels,Tournage,Décoration,Staffeur de décor ,Plasterer,USPA FICTION,Semaine 35h,Semaines,35,"949,67",
Moyens Humains Conventionels,Tournage,Décoration,Staffeur de décor ,Plasterer,USPA AUTRES,Semaine 35h,Semaines,35,"926,51",
Moyens Humains Conventionels,Tournage,Décoration,Superviseur d'effets spécialiséciaux image ,Specialized Visual Effects Supervisor,USPA FICTION,Semaine 35h,Semaines,35,"1 051,06",
Moyens Humains Conventionels,Tournage,Décoration,Superviseur d'effets spécialiséciaux image ,Specialized Visual Effects Supervisor,USPA FLUX,Semaine 35h,Semaines,35,"1 035,68",
Moyens Humains Conventionels,Tournage,Décoration,Superviseur d'effets spécialiséciaux image ,Specialized Visual Effects Supervisor,USPA AUTRES,Semaine 35h,Semaines,35,"1 025,42",
Moyens Humains Conventionels,Tournage,Décoration,Tapissier de décor ,Upholsterer,USPA FICTION,Semaine 35h,Semaines,35,"920,25",
Moyens Humains Conventionels,Tournage,Décoration,Tapissier de décor ,Upholsterer,USPA AUTRES,Semaine 35h,Semaines,35,"897,81",
Moyens Humains Conventionels,Tournage,Étalonnage,Conformateur ,Conform Editor,USPA AUTRES,Semaine 35h,Semaines,35,"941,43",
Moyens Humains Conventionels,Tournage,Étalonnage,Étalonneur ,Colorist,USPA FICTION,Semaine 35h,Semaines,35,"964,96",
Moyens Humains Conventionels,Tournage,Étalonnage,Étalonneur ,Colorist,USPA FLUX,Semaine 35h,Semaines,35,"950,84",
Moyens Humains Conventionels,Tournage,Étalonnage,Étalonneur ,Colorist,USPA AUTRES,Semaine 35h,Semaines,35,"941,43",
Moyens Humains Conventionels,Tournage,HMC,Chef costumier ,Head Costume Designer,USPA FICTION,Semaine 35h,Semaines,35,"894,37",
Moyens Humains Conventionels,Tournage,HMC,Chef costumier ,Head Costume Designer,USPA FLUX,Semaine 35h,Semaines,35,"881,28",
Moyens Humains Conventionels,Tournage,HMC,Chef costumier ,Head Costume Designer,USPA AUTRES,Semaine 35h,Semaines,35,"872,56",
Moyens Humains Conventionels,Tournage,HMC,Chef costumier spécialisé,Specialized Head Costume Designer,USPA FICTION,Semaine 35h,Semaines,35,"1 113,24",
Moyens Humains Conventionels,Tournage,HMC,Chef maquilleur ,Key Makeup Artist,USPA FICTION,Semaine 35h,Semaines,35,"884,43",
Moyens Humains Conventionels,Tournage,HMC,Chef maquilleur ,Key Makeup Artist,USPA FLUX,Semaine 35h,Semaines,35,"871,49",
Moyens Humains Conventionels,Tournage,HMC,Chef maquilleur ,Key Makeup Artist,USPA AUTRES,Semaine 35h,Semaines,35,"862,86",
Moyens Humains Conventionels,Tournage,HMC,Chef maquilleur spécialisé,Specialized Key Makeup Artist,USPA FICTION,Semaine 35h,Semaines,35,"1 110,49",
Moyens Humains Conventionels,Tournage,HMC,Coiffeur ,Hairstylist,USPA FICTION,Semaine 35h,Semaines,35,"714,32",
Moyens Humains Conventionels,Tournage,HMC,Coiffeur ,Hairstylist,USPA FLUX,Semaine 35h,Semaines,35,"703,86",
Moyens Humains Conventionels,Tournage,HMC,Coiffeur ,Hairstylist,USPA AUTRES,Semaine 35h,Semaines,35,"696,89",
Moyens Humains Conventionels,Tournage,HMC,Coiffeur spécialisé,Specialized Hairstylist,USPA FICTION,Semaine 35h,Semaines,35,"896,72",
Moyens Humains Conventionels,Tournage,HMC,Coiffeur perruquier ,Wigmaker,USPA FICTION,Semaine 35h,Semaines,35,"893,19",
Moyens Humains Conventionels,Tournage,HMC,Coiffeur perruquier ,Wigmaker,USPA FLUX,Semaine 35h,Semaines,35,"880,12",
Moyens Humains Conventionels,Tournage,HMC,Coiffeur perruquier ,Wigmaker,USPA AUTRES,Semaine 35h,Semaines,35,"871,40",
Moyens Humains Conventionels,Tournage,HMC,Coiffeur perruquier spécialisé,Specialized Wigmaker,USPA FICTION,Semaine 35h,Semaines,35,"1 113,25",
Moyens Humains Conventionels,Tournage,HMC,Costumier ,Costume Designer,USPA FICTION,Semaine 35h,Semaines,35,"714,32",
Moyens Humains Conventionels,Tournage,HMC,Costumier ,Costume Designer,USPA FLUX,Semaine 35h,Semaines,35,"703,86",
Moyens Humains Conventionels,Tournage,HMC,Costumier ,Costume Designer,USPA AUTRES,Semaine 35h,Semaines,35,"696,89",
Moyens Humains Conventionels,Tournage,HMC,Costumier spécialisé,Specialized Costume Designer,USPA FICTION,Semaine 35h,Semaines,35,"896,72",
Moyens Humains Conventionels,Tournage,HMC,Créateur de costume ,Costume Maker,USPA FICTION,Semaine 35h,Semaines,35,"1 640,95",
Moyens Humains Conventionels,Tournage,HMC,Créateur de costume ,Costume Maker,USPA FLUX,Semaine 35h,Semaines,35,"1 616,70",
Moyens Humains Conventionels,Tournage,HMC,Créateur de costume ,Costume Maker,USPA AUTRES,Semaine 35h,Semaines,35,"1 616,70",
Moyens Humains Conventionels,Tournage,HMC,Créateur de costume spécialisé,Specialized Costume Maker,USPA FICTION,Semaine 35h,Semaines,35,"2 189,05",
Moyens Humains Conventionels,Tournage,HMC,Habilleur ,Dresser,USPA FICTION,Semaine 35h,Semaines,35,"643,70",
Moyens Humains Conventionels,Tournage,HMC,Habilleur ,Dresser,USPA FLUX,Semaine 35h,Semaines,35,"634,28",
Moyens Humains Conventionels,Tournage,HMC,Habilleur ,Dresser,USPA AUTRES,Semaine 35h,Semaines,35,"628,00",
Moyens Humains Conventionels,Tournage,HMC,Habilleur spécialisé,Specialized Dresser,USPA FICTION,Semaine 35h,Semaines,35,"700,19",
Moyens Humains Conventionels,Tournage,HMC,Maquilleur ,Makeup Artist,USPA FICTION,Semaine 35h,Semaines,35,"714,32",
Moyens Humains Conventionels,Tournage,HMC,Maquilleur ,Makeup Artist,USPA FLUX,Semaine 35h,Semaines,35,"703,86",
Moyens Humains Conventionels,Tournage,HMC,Maquilleur ,Makeup Artist,USPA AUTRES,Semaine 35h,Semaines,35,"696,89",
Moyens Humains Conventionels,Tournage,HMC,Maquilleur spécialisé,Specialized Makeup Artist,USPA FICTION,Semaine 35h,Semaines,35,"896,72",
Moyens Humains Conventionels,Tournage,HMC,Maquilleur et coiffeur effets spécialiséciaux ,Special Effects Makeup and Hair Artist,USPA FICTION,Semaine 35h,Semaines,35,"1 072,06",
Moyens Humains Conventionels,Tournage,HMC,Maquilleur et coiffeur effets spécialiséciaux ,Special Effects Makeup and Hair Artist,USPA FLUX,Semaine 35h,Semaines,35,"1 056,37",
Moyens Humains Conventionels,Tournage,HMC,Maquilleur et coiffeur effets spécialiséciaux ,Special Effects Makeup and Hair Artist,USPA AUTRES,Semaine 35h,Semaines,35,"1 045,91",
Moyens Humains Conventionels,Tournage,HMC,Prothésiste ,Prosthetics Artist,USPA FICTION,Semaine 35h,Semaines,35,"1 072,06",
Moyens Humains Conventionels,Tournage,HMC,Prothésiste ,Prosthetics Artist,USPA AUTRES,Semaine 35h,Semaines,35,"1 045,91",
Moyens Humains Conventionels,Tournage,HMC,Styliste ,Stylist,USPA FICTION,Semaine 35h,Semaines,35,"804,93",
Moyens Humains Conventionels,Tournage,HMC,Styliste ,Stylist,USPA FLUX,Semaine 35h,Semaines,35,"793,15",
Moyens Humains Conventionels,Tournage,HMC,Styliste ,Stylist,USPA AUTRES,Semaine 35h,Semaines,35,"785,30",
Moyens Humains Conventionels,Tournage,Image,1er assistant opérateur ,1st Assistant Camera (1st AC),USPA FICTION,Semaine 35h,Semaines,35,"968,32",
Moyens Humains Conventionels,Tournage,Image,1er assistant opérateur ,1st Assistant Camera (1st AC),USPA FLUX,Semaine 35h,Semaines,35,"954,15",
Moyens Humains Conventionels,Tournage,Image,1er assistant opérateur ,1st Assistant Camera (1st AC),USPA AUTRES,Semaine 35h,Semaines,35,"944,71",
Moyens Humains Conventionels,Tournage,Image,1er assistant opérateur spécialisé,Specialized 1st Assistant Camera,USPA FICTION,Semaine 35h,Semaines,35,"1 123,20",
Moyens Humains Conventionels,Tournage,Image,2ème assistant opérateur ,2nd Assistant Camera (2nd AC),USPA FICTION,Semaine 35h,Semaines,35,"714,32",
Moyens Humains Conventionels,Tournage,Image,2ème assistant opérateur ,2nd Assistant Camera (2nd AC),USPA FLUX,Semaine 35h,Semaines,35,"703,86",
Moyens Humains Conventionels,Tournage,Image,2ème assistant opérateur ,2nd Assistant Camera (2nd AC),USPA AUTRES,Semaine 35h,Semaines,35,"696,89",
Moyens Humains Conventionels,Tournage,Image,2ème assistant opérateur spécialisé,Specialized 2nd Assistant Camera,USPA FICTION,Semaine 35h,Semaines,35,"902,60",
Moyens Humains Conventionels,Tournage,Image,Cadreur ,Camera Operator,USPA FICTION,Semaine 35h,Semaines,35,"1 125,04",
Moyens Humains Conventionels,Tournage,Image,Cadreur ,Camera Operator,USPA FLUX,Semaine 35h,Semaines,35,"1 108,57",
Moyens Humains Conventionels,Tournage,Image,Cadreur ,Camera Operator,USPA AUTRES,Semaine 35h,Semaines,35,"1 097,60",
Moyens Humains Conventionels,Tournage,Image,Cadreur spécialisé,Specialized Camera Operator,USPA FICTION,Semaine 35h,Semaines,35,"1 412,30",
Moyens Humains Conventionels,Tournage,Image,Chef opérateur image ,Chief Camera Operator / Director of Photography,USPA FLUX,Semaine 35h,Semaines,35,"1 245,64",
Moyens Humains Conventionels,Tournage,Image,Chef opérateur image ,Chief Camera Operator / Director of Photography,USPA AUTRES,Semaine 35h,Semaines,35,"1 245,64",
Moyens Humains Conventionels,Tournage,Image,Directeur de la photographie ,Director of Photography,USPA FICTION,Semaine 35h,Semaines,35,"1 762,00",
Moyens Humains Conventionels,Tournage,Image,Directeur de la photographie ,Director of Photography,USPA FLUX,Semaine 35h,Semaines,35,"1 735,96",
Moyens Humains Conventionels,Tournage,Image,Directeur de la photographie ,Director of Photography,USPA AUTRES,Semaine 35h,Semaines,35,"1 735,96",
Moyens Humains Conventionels,Tournage,Image,Directeur de la photographie spécialisé,Specialized Director of Photography,USPA FICTION,Semaine 35h,Semaines,35,"2 248,45",
Moyens Humains Conventionels,Tournage,Image,Ingénieur de la vision ,Vision Engineer,USPA FLUX,Semaine 35h,Semaines,35,"1 245,64",
Moyens Humains Conventionels,Tournage,Image,Ingénieur de la vision ,Vision Engineer,USPA AUTRES,Semaine 35h,Semaines,35,"1 245,64",
Moyens Humains Conventionels,Tournage,Image,Ingénieur de la vision adjoint ,Assistant Vision Engineer,USPA FLUX,Semaine 35h,Semaines,35,"881,28",
Moyens Humains Conventionels,Tournage,Image,Ingénieur de la vision adjoint ,Assistant Vision Engineer,USPA AUTRES,Semaine 35h,Semaines,35,"872,56",
Moyens Humains Conventionels,Tournage,Image,Opérateur spécialisécial (steadicamer) ,Specialized Operator (Steadicam),USPA FICTION,Semaine 35h,Semaines,35,"1 180,27",
Moyens Humains Conventionels,Tournage,Image,Opérateur spécialisécial (steadicamer) ,Specialized Operator (Steadicam),USPA FLUX,Semaine 35h,Semaines,35,"1 162,83",
Moyens Humains Conventionels,Tournage,Image,Opérateur spécialisécial (steadicamer) ,Specialized Operator (Steadicam),USPA AUTRES,Semaine 35h,Semaines,35,"1 162,83",
Moyens Humains Conventionels,Tournage,Image,Opérateur spécialisécial (steadicamer) spécialisé,Specialized Operator (Steadicam),USPA FICTION,Semaine 35h,Semaines,35,"1 412,30",
Moyens Humains Conventionels,Tournage,Image,Technicien vidéo ,Video Technician,USPA FICTION,Semaine 35h,Semaines,35,"822,58",
Moyens Humains Conventionels,Tournage,Image,Technicien vidéo ,Video Technician,USPA FLUX,Semaine 35h,Semaines,35,"810,55",
Moyens Humains Conventionels,Tournage,Image,Technicien vidéo ,Video Technician,USPA AUTRES,Semaine 35h,Semaines,35,"802,52",
Moyens Humains Conventionels,Tournage,Image,Technicien vidéo web ,Web Video Technician,USPA FICTION,Semaine 35h,Semaines,35,"463,28",
Moyens Humains Conventionels,Tournage,Image,Technicien vidéo web ,Web Video Technician,USPA FLUX,Semaine 35h,Semaines,35,"456,50",
Moyens Humains Conventionels,Tournage,Image,Technicien vidéo web ,Web Video Technician,USPA AUTRES,Semaine 35h,Semaines,35,"451,99",
Moyens Humains Conventionels,Tournage,Image,Assistant OPV adjoint ,Assistant Camera Operator's Assistant,USPA FICTION,Semaine 35h,Semaines,35,"463,28",
Moyens Humains Conventionels,Tournage,Image,Assistant OPV adjoint ,Assistant Camera Operator's Assistant,USPA FLUX,Semaine 35h,Semaines,35,"456,50",
Moyens Humains Conventionels,Tournage,Image,Assistant OPV adjoint ,Assistant Camera Operator's Assistant,USPA AUTRES,Semaine 35h,Semaines,35,"451,99",
Moyens Humains Conventionels,Post-production image,Ingest & proxies,Assistant de post-production ,Post-Production Assistant,USPA FICTION,Semaine 35h,Semaines,35,"626,05",
Moyens Humains Conventionels,Post-production image,Ingest & proxies,Assistant de post-production ,Post-Production Assistant,USPA FLUX,Semaine 35h,Semaines,35,"616,88",
Moyens Humains Conventionels,Post-production image,Ingest & proxies,Assistant de post-production ,Post-Production Assistant,USPA AUTRES,Semaine 35h,Semaines,35,"610,78",
Moyens Humains Conventionels,Post-production image,Ingest & proxies,Opérateur de transfert et de traitement numérique ,Digital Imaging Technician (DIT),USPA FICTION,Semaine 35h,Semaines,35,"714,32",
Moyens Humains Conventionels,Post-production image,Ingest & proxies,Opérateur de transfert et de traitement numérique ,Digital Imaging Technician (DIT),USPA FLUX,Semaine 35h,Semaines,35,"703,86",
Moyens Humains Conventionels,Post-production image,Ingest & proxies,Opérateur de transfert et de traitement numérique ,Digital Imaging Technician (DIT),USPA AUTRES,Semaine 35h,Semaines,35,"696,89",
Moyens Humains Conventionels,Interprétation,Coaching & dresseurs,Dresseur ,Animal Trainer / Handler,USPA AUTRES,Semaine 35h,Semaines,35,"1 099,85",
Moyens Humains Conventionels,Tournage,Lumière,Assistant lumière ,Lighting Assistant,USPA FICTION,Semaine 35h,Semaines,35,"764,93",
Moyens Humains Conventionels,Tournage,Lumière,Assistant lumière ,Lighting Assistant,USPA FLUX,Semaine 35h,Semaines,35,"753,73",
Moyens Humains Conventionels,Tournage,Lumière,Assistant lumière ,Lighting Assistant,USPA AUTRES,Semaine 35h,Semaines,35,"746,27",
Moyens Humains Conventionels,Tournage,Lumière,Assistant lumière spécialisé,Specialized Lighting Assistant,USPA FICTION,Semaine 35h,Semaines,35,"994,38",
Moyens Humains Conventionels,Tournage,Lumière,Chef électricien ,Gaffer,USPA FICTION,Semaine 35h,Semaines,35,"989,68",
Moyens Humains Conventionels,Tournage,Lumière,Chef électricien ,Gaffer,USPA FLUX,Semaine 35h,Semaines,35,"975,19",
Moyens Humains Conventionels,Tournage,Lumière,Chef électricien ,Gaffer,USPA AUTRES,Semaine 35h,Semaines,35,"965,54",
Moyens Humains Conventionels,Tournage,Lumière,Conducteur de groupe ,Generator Operator,USPA FICTION,Semaine 35h,Semaines,35,"881,41",
Moyens Humains Conventionels,Tournage,Lumière,Conducteur de groupe ,Generator Operator,USPA AUTRES,Semaine 35h,Semaines,35,"859,91",
Moyens Humains Conventionels,Tournage,Lumière,Électricien ,Electrician,USPA FICTION,Semaine 35h,Semaines,35,"811,99",
Moyens Humains Conventionels,Tournage,Lumière,Électricien ,Electrician,USPA FLUX,Semaine 35h,Semaines,35,"800,11",
Moyens Humains Conventionels,Tournage,Lumière,Électricien ,Electrician,USPA AUTRES,Semaine 35h,Semaines,35,"792,18",
Moyens Humains Conventionels,Tournage,Lumière,Pupitreur lumière ,Lighting Console Operator,USPA FICTION,Semaine 35h,Semaines,35,"932,11",
Moyens Humains Conventionels,Tournage,Lumière,Pupitreur lumière ,Lighting Console Operator,USPA FLUX,Semaine 35h,Semaines,35,"918,47",
Moyens Humains Conventionels,Tournage,Lumière,Pupitreur lumière ,Lighting Console Operator,USPA AUTRES,Semaine 35h,Semaines,35,"909,38",
Moyens Humains Conventionels,Tournage,Machinerie,Chef machiniste ,Key Grip,USPA FICTION,Semaine 35h,Semaines,35,"989,68",
