Categorie 1,Categorie 2,Categorie 3,Name FR,Name EN,Pricing Base,Unit,Unit viewed,Hours base,Price,Cost
Moyens Humains Conventionels,Développement & préparation,Casting,Directeur de sélection ,Casting Director,USPA FLUX,Jour 8h,Jour,8,"282,12",
Moyens Humains Conventionels,Développement & préparation,Casting,Directeur de sélection ,Casting Director,USPA AUTRES,Jour 8h,Jour,8,"279,33",
Moyens Humains Conventionels,Interprétation,Coaching & dresseurs,Répétiteur ,Tutor / Coach,USPA FICTION,Jour 8h,Jour,8,"189,48",
Moyens Humains Conventionels,Interprétation,Coaching & dresseurs,Répétiteur ,Tutor / Coach,USPA AUTRES,Jour 8h,Jour,8,"184,86",
Moyens Humains Conventionels,Interprétation,Coaching & dresseurs,Responsable des enfants ,Child Guardian / Chaperone,USPA FICTION,Jour 8h,Jour,8,"189,48",
Moyens Humains Conventionels,Interprétation,Coaching & dresseurs,Responsable des enfants ,Child Guardian / Chaperone,USPA FLUX,Jour 8h,Jour,8,"186,71",
Moyens Humains Conventionels,Interprétation,Coaching & dresseurs,Responsable des enfants ,Child Guardian / Chaperone,USPA AUTRES,Jour 8h,Jour,8,"184,86",
Moyens Humains Conventionels,Développement & préparation,Conception,Conseiller artistique d'émission ,Artistic Program Advisor,USPA FICTION,Jour 8h,Jour,8,"205,11",
Moyens Humains Conventionels,Développement & préparation,Conception,Conseiller artistique d'émission ,Artistic Program Advisor,USPA FLUX,Jour 8h,Jour,8,"202,11",
Moyens Humains Conventionels,Développement & préparation,Conception,Conseiller artistique d'émission ,Artistic Program Advisor,USPA AUTRES,Jour 8h,Jour,8,"200,10",
Moyens Humains Conventionels,Développement & préparation,Conception,Coordinateur d'émission ,Program Coordinator,USPA FLUX,Jour 8h,Jour,8,"186,71",
Moyens Humains Conventionels,Développement & préparation,Conception,Coordinateur d'émission ,Program Coordinator,USPA AUTRES,Jour 8h,Jour,8,"184,86",
Moyens Humains Conventionels,Développement & préparation,Conception,Directeur artistique ,Art Director,USPA FICTION,Jour 8h,Jour,8,"286,31",
Moyens Humains Conventionels,Développement & préparation,Conception,Directeur artistique ,Art Director,USPA FLUX,Jour 8h,Jour,8,"282,12",
Moyens Humains Conventionels,Développement & préparation,Conception,Directeur artistique ,Art Director,USPA AUTRES,Jour 8h,Jour,8,"279,33",
Moyens Humains Conventionels,Développement & préparation,Conception,Directeur de jeux ,Game Director,USPA FLUX,Jour 8h,Jour,8,"282,12",
Moyens Humains Conventionels,Développement & préparation,Conception,Directeur de jeux ,Game Director,USPA AUTRES,Jour 8h,Jour,8,"279,33",
Moyens Humains Conventionels,Développement & préparation,Conception,Producteur artistique ,Artistic Producer,USPA FLUX,Jour 8h,Jour,8,"282,12",
Moyens Humains Conventionels,Développement & préparation,Conception,Producteur artistique ,Artistic Producer,USPA AUTRES,Jour 8h,Jour,8,"279,33",
Moyens Humains Conventionels,Développement & préparation,Conception,Programmateur artistique d'émission ,Artistic Program Scheduler,USPA FLUX,Jour 8h,Jour,8,"186,71",
Moyens Humains Conventionels,Développement & préparation,Conception,Programmateur artistique d'émission ,Artistic Program Scheduler,USPA AUTRES,Jour 8h,Jour,8,"184,86",
Moyens Humains Conventionels,Développement & préparation,Conception,Storyboarder ,Storyboard Artist,USPA FICTION,Jour 8h,Jour,8,"227,14",
Moyens Humains Conventionels,Développement & préparation,Conception,Storyboarder ,Storyboard Artist,USPA FLUX,Jour 8h,Jour,8,"223,82",
Moyens Humains Conventionels,Développement & préparation,Conception,Storyboarder ,Storyboard Artist,USPA AUTRES,Jour 8h,Jour,8,"221,60",
Moyens Humains Conventionels,Tournage,Décoration,1er assistant décorateur ,1st Assistant Set Decorator,USPA FICTION,Jour 8h,Jour,8,"244,44",
Moyens Humains Conventionels,Tournage,Décoration,1er assistant décorateur ,1st Assistant Set Decorator,USPA FLUX,Jour 8h,Jour,8,"240,87",
Moyens Humains Conventionels,Tournage,Décoration,1er assistant décorateur ,1st Assistant Set Decorator,USPA AUTRES,Jour 8h,Jour,8,"238,48",
Moyens Humains Conventionels,Tournage,Décoration,1er assistant décorateur spécialisé,Specialized 1st Assistant Set Decorator,USPA FICTION,Jour 8h,Jour,8,"293,20",
Moyens Humains Conventionels,Tournage,Décoration,2ème assistant décorateur ,2nd Assistant Set Decorator,USPA FICTION,Jour 8h,Jour,8,"213,09",
Moyens Humains Conventionels,Tournage,Décoration,2ème assistant décorateur ,2nd Assistant Set Decorator,USPA FLUX,Jour 8h,Jour,8,"209,97",
Moyens Humains Conventionels,Tournage,Décoration,2ème assistant décorateur ,2nd Assistant Set Decorator,USPA AUTRES,Jour 8h,Jour,8,"207,90",
Moyens Humains Conventionels,Tournage,Décoration,2ème assistant décorateur spécialisé,Specialized 2nd Assistant Set Decorator,USPA FICTION,Jour 8h,Jour,8,"279,97",
Moyens Humains Conventionels,Tournage,Décoration,Accessoiriste ,Props Master,USPA FICTION,Jour 8h,Jour,8,"205,92",
Moyens Humains Conventionels,Tournage,Décoration,Accessoiriste ,Props Master,USPA FLUX,Jour 8h,Jour,8,"202,91",
Moyens Humains Conventionels,Tournage,Décoration,Accessoiriste ,Props Master,USPA AUTRES,Jour 8h,Jour,8,"200,90",
Moyens Humains Conventionels,Tournage,Décoration,Accessoiriste spécialisé,Specialized Props Master,USPA FICTION,Jour 8h,Jour,8,"274,66",
Moyens Humains Conventionels,Tournage,Décoration,Animatronicien ,Animatronics Technician,USPA AUTRES,Jour 8h,Jour,8,"195,46",
Moyens Humains Conventionels,Tournage,Décoration,Assistant décorateur adjoint ,Assistant Set Decorator,USPA FICTION,Jour 8h,Jour,8,"117,66",
Moyens Humains Conventionels,Tournage,Décoration,Assistant décorateur adjoint ,Assistant Set Decorator,USPA FLUX,Jour 8h,Jour,8,"115,94",
Moyens Humains Conventionels,Tournage,Décoration,Assistant décorateur adjoint ,Assistant Set Decorator,USPA AUTRES,Jour 8h,Jour,8,"114,79",
Moyens Humains Conventionels,Tournage,Décoration,Chef constructeur ,Head Builder / Construction Foreman,USPA FICTION,Jour 8h,Jour,8,"310,28",
Moyens Humains Conventionels,Tournage,Décoration,Chef constructeur ,Head Builder / Construction Foreman,USPA FLUX,Jour 8h,Jour,8,"305,70",
Moyens Humains Conventionels,Tournage,Décoration,Chef constructeur ,Head Builder / Construction Foreman,USPA AUTRES,Jour 8h,Jour,8,"305,70",
Moyens Humains Conventionels,Tournage,Décoration,Chef d’équipe de décor ,Set Team Leader,USPA FICTION,Jour 8h,Jour,8,"282,93",
Moyens Humains Conventionels,Tournage,Décoration,Chef d’équipe de décor ,Set Team Leader,USPA AUTRES,Jour 8h,Jour,8,"276,03",
Moyens Humains Conventionels,Tournage,Décoration,Chef décorateur ,Head Set Designer / Production Designer,USPA FICTION,Jour 8h,Jour,8,"422,73",
Moyens Humains Conventionels,Tournage,Décoration,Chef décorateur ,Head Set Designer / Production Designer,USPA FLUX,Jour 8h,Jour,8,"416,48",
Moyens Humains Conventionels,Tournage,Décoration,Chef décorateur ,Head Set Designer / Production Designer,USPA AUTRES,Jour 8h,Jour,8,"416,48",
Moyens Humains Conventionels,Tournage,Décoration,Chef décorateur spécialisé,Specialized Head Set Designer,USPA FICTION,Jour 8h,Jour,8,"563,64",
Moyens Humains Conventionels,Tournage,Décoration,Constructeur de décor ,Set Builder / Carpenter,USPA FICTION,Jour 8h,Jour,8,"236,73",
Moyens Humains Conventionels,Tournage,Décoration,Constructeur de décor ,Set Builder / Carpenter,USPA FLUX,Jour 8h,Jour,8,"233,26",
Moyens Humains Conventionels,Tournage,Décoration,Constructeur de décor ,Set Builder / Carpenter,USPA AUTRES,Jour 8h,Jour,8,"230,95",
Moyens Humains Conventionels,Tournage,Décoration,Décorateur ,Set Decorator,USPA FICTION,Jour 8h,Jour,8,"271,67",
Moyens Humains Conventionels,Tournage,Décoration,Décorateur ,Set Decorator,USPA FLUX,Jour 8h,Jour,8,"267,69",
Moyens Humains Conventionels,Tournage,Décoration,Décorateur ,Set Decorator,USPA AUTRES,Jour 8h,Jour,8,"265,04",
Moyens Humains Conventionels,Tournage,Décoration,Décorateur spécialisé,Specialized Set Decorator,USPA FICTION,Jour 8h,Jour,8,"348,14",
Moyens Humains Conventionels,Tournage,Décoration,Dessinateur en décor ,Set Draftsman,USPA FICTION,Jour 8h,Jour,8,"213,09",
Moyens Humains Conventionels,Tournage,Décoration,Dessinateur en décor ,Set Draftsman,USPA AUTRES,Jour 8h,Jour,8,"207,90",
Moyens Humains Conventionels,Tournage,Décoration,Dessinateur en décor spécialisé,Specialized Set Draftsman,USPA FICTION,Jour 8h,Jour,8,"282,73",
Moyens Humains Conventionels,Tournage,Décoration,Machiniste de construction ,Construction Grip,USPA FICTION,Jour 8h,Jour,8,"233,72",
Moyens Humains Conventionels,Tournage,Décoration,Machiniste de construction ,Construction Grip,USPA FLUX,Jour 8h,Jour,8,"230,30",
Moyens Humains Conventionels,Tournage,Décoration,Machiniste de construction ,Construction Grip,USPA AUTRES,Jour 8h,Jour,8,"228,02",
Moyens Humains Conventionels,Tournage,Décoration,Electricien de construction ,Construction Electrician,USPA FICTION,Jour 8h,Jour,8,"233,72",
Moyens Humains Conventionels,Tournage,Décoration,Electricien de construction ,Construction Electrician,USPA FLUX,Jour 8h,Jour,8,"230,30",
Moyens Humains Conventionels,Tournage,Décoration,Electricien de construction ,Construction Electrician,USPA AUTRES,Jour 8h,Jour,8,"228,02",
Moyens Humains Conventionels,Tournage,Décoration,Ensemblier décorateur ,Set Decorator,USPA FICTION,Jour 8h,Jour,8,"244,44",
Moyens Humains Conventionels,Tournage,Décoration,Ensemblier décorateur ,Set Decorator,USPA FLUX,Jour 8h,Jour,8,"240,87",
Moyens Humains Conventionels,Tournage,Décoration,Ensemblier décorateur ,Set Decorator,USPA AUTRES,Jour 8h,Jour,8,"238,48",
Moyens Humains Conventionels,Tournage,Décoration,Ensemblier décorateur spécialisé,Specialized Set Decorator,USPA FICTION,Jour 8h,Jour,8,"293,20",
Moyens Humains Conventionels,Tournage,Décoration,Maçon de décor ,Set Mason,USPA FICTION,Jour 8h,Jour,8,"233,72",
Moyens Humains Conventionels,Tournage,Décoration,Maçon de décor ,Set Mason,USPA AUTRES,Jour 8h,Jour,8,"228,02",
Moyens Humains Conventionels,Tournage,Décoration,Menuisier-traceur-toupilleur de décor ,Layout/Spindle Moulder Carpenter,USPA FICTION,Jour 8h,Jour,8,"241,19",
Moyens Humains Conventionels,Tournage,Décoration,Menuisier-traceur-toupilleur de décor ,Layout/Spindle Moulder Carpenter,USPA FLUX,Jour 8h,Jour,8,"237,66",
Moyens Humains Conventionels,Tournage,Décoration,Menuisier-traceur-toupilleur de décor ,Layout/Spindle Moulder Carpenter,USPA AUTRES,Jour 8h,Jour,8,"235,30",
Moyens Humains Conventionels,Tournage,Décoration,Métallier / Serrurier / Mécanicien de décor ,Metalworker / Locksmith / Set Mechanic,USPA FICTION,Jour 8h,Jour,8,"233,72",
Moyens Humains Conventionels,Tournage,Décoration,Métallier / Serrurier / Mécanicien de décor ,Metalworker / Locksmith / Set Mechanic,USPA FLUX,Jour 8h,Jour,8,"230,30",
Moyens Humains Conventionels,Tournage,Décoration,Métallier / Serrurier / Mécanicien de décor ,Metalworker / Locksmith / Set Mechanic,USPA AUTRES,Jour 8h,Jour,8,"228,02",
Moyens Humains Conventionels,Tournage,Décoration,Peintre de décor ,Set Painter,USPA FICTION,Jour 8h,Jour,8,"233,72",
Moyens Humains Conventionels,Tournage,Décoration,Peintre de décor ,Set Painter,USPA AUTRES,Jour 8h,Jour,8,"228,02",
Moyens Humains Conventionels,Tournage,Décoration,Peintre en lettres / en faux bois de décor ,Sign / Faux Finish Painter,USPA FICTION,Jour 8h,Jour,8,"233,72",
Moyens Humains Conventionels,Tournage,Décoration,Peintre en lettres / en faux bois de décor ,Sign / Faux Finish Painter,USPA FLUX,Jour 8h,Jour,8,"230,30",
Moyens Humains Conventionels,Tournage,Décoration,Peintre en lettres / en faux bois de décor ,Sign / Faux Finish Painter,USPA AUTRES,Jour 8h,Jour,8,"228,02",
Moyens Humains Conventionels,Tournage,Décoration,Régisseur d’extérieurs ,Location Manager,USPA FICTION,Jour 8h,Jour,8,"213,09",
Moyens Humains Conventionels,Tournage,Décoration,Régisseur d’extérieurs ,Location Manager,USPA FLUX,Jour 8h,Jour,8,"209,97",
Moyens Humains Conventionels,Tournage,Décoration,Régisseur d’extérieurs ,Location Manager,USPA AUTRES,Jour 8h,Jour,8,"207,90",
Moyens Humains Conventionels,Tournage,Décoration,Régisseur d’extérieurs spécialisé,Specialized Location Manager,USPA FICTION,Jour 8h,Jour,8,"282,73",
Moyens Humains Conventionels,Tournage,Décoration,Rippeur ,Ripper / Set Striker,USPA FICTION,Jour 8h,Jour,8,"208,91",
Moyens Humains Conventionels,Tournage,Décoration,Rippeur ,Ripper / Set Striker,USPA FLUX,Jour 8h,Jour,8,"205,85",
Moyens Humains Conventionels,Tournage,Décoration,Rippeur ,Ripper / Set Striker,USPA AUTRES,Jour 8h,Jour,8,"203,81",
Moyens Humains Conventionels,Tournage,Décoration,Staffeur de décor ,Plasterer,USPA FICTION,Jour 8h,Jour,8,"241,19",
Moyens Humains Conventionels,Tournage,Décoration,Staffeur de décor ,Plasterer,USPA AUTRES,Jour 8h,Jour,8,"235,30",
Moyens Humains Conventionels,Tournage,Décoration,Superviseur d'effets spécialiséciaux image ,Specialized Visual Effects Supervisor,USPA FICTION,Jour 8h,Jour,8,"266,94",
Moyens Humains Conventionels,Tournage,Décoration,Superviseur d'effets spécialiséciaux image ,Specialized Visual Effects Supervisor,USPA FLUX,Jour 8h,Jour,8,"263,03",
Moyens Humains Conventionels,Tournage,Décoration,Superviseur d'effets spécialiséciaux image ,Specialized Visual Effects Supervisor,USPA AUTRES,Jour 8h,Jour,8,"260,42",
Moyens Humains Conventionels,Tournage,Décoration,Tapissier de décor ,Upholsterer,USPA FICTION,Jour 8h,Jour,8,"233,72",
Moyens Humains Conventionels,Tournage,Décoration,Tapissier de décor ,Upholsterer,USPA AUTRES,Jour 8h,Jour,8,"228,02",
Moyens Humains Conventionels,Tournage,Étalonnage,Conformateur ,Conform Editor,USPA AUTRES,Jour 8h,Jour,8,"239,09",
Moyens Humains Conventionels,Tournage,Étalonnage,Étalonneur ,Colorist,USPA FICTION,Jour 8h,Jour,8,"245,07",
Moyens Humains Conventionels,Tournage,Étalonnage,Étalonneur ,Colorist,USPA FLUX,Jour 8h,Jour,8,"241,48",
Moyens Humains Conventionels,Tournage,Étalonnage,Étalonneur ,Colorist,USPA AUTRES,Jour 8h,Jour,8,"239,09",
Moyens Humains Conventionels,Tournage,HMC,Chef costumier ,Head Costume Designer,USPA FICTION,Jour 8h,Jour,8,"227,14",
Moyens Humains Conventionels,Tournage,HMC,Chef costumier ,Head Costume Designer,USPA FLUX,Jour 8h,Jour,8,"223,82",
Moyens Humains Conventionels,Tournage,HMC,Chef costumier ,Head Costume Designer,USPA AUTRES,Jour 8h,Jour,8,"221,60",
Moyens Humains Conventionels,Tournage,HMC,Chef costumier spécialisé,Specialized Head Costume Designer,USPA FICTION,Jour 8h,Jour,8,"282,73",
Moyens Humains Conventionels,Tournage,HMC,Chef maquilleur ,Key Makeup Artist,USPA FICTION,Jour 8h,Jour,8,"224,62",
Moyens Humains Conventionels,Tournage,HMC,Chef maquilleur ,Key Makeup Artist,USPA FLUX,Jour 8h,Jour,8,"221,33",
Moyens Humains Conventionels,Tournage,HMC,Chef maquilleur ,Key Makeup Artist,USPA AUTRES,Jour 8h,Jour,8,"219,14",
Moyens Humains Conventionels,Tournage,HMC,Chef maquilleur spécialisé,Specialized Key Makeup Artist,USPA FICTION,Jour 8h,Jour,8,"282,03",
Moyens Humains Conventionels,Tournage,HMC,Coiffeur ,Hairstylist,USPA FICTION,Jour 8h,Jour,8,"181,41",
Moyens Humains Conventionels,Tournage,HMC,Coiffeur ,Hairstylist,USPA FLUX,Jour 8h,Jour,8,"178,76",
Moyens Humains Conventionels,Tournage,HMC,Coiffeur ,Hairstylist,USPA AUTRES,Jour 8h,Jour,8,"176,99",
Moyens Humains Conventionels,Tournage,HMC,Coiffeur spécialisé,Specialized Hairstylist,USPA FICTION,Jour 8h,Jour,8,"227,74",
Moyens Humains Conventionels,Tournage,HMC,Coiffeur perruquier ,Wigmaker,USPA FICTION,Jour 8h,Jour,8,"226,84",
Moyens Humains Conventionels,Tournage,HMC,Coiffeur perruquier ,Wigmaker,USPA FLUX,Jour 8h,Jour,8,"223,52",
Moyens Humains Conventionels,Tournage,HMC,Coiffeur perruquier ,Wigmaker,USPA AUTRES,Jour 8h,Jour,8,"221,31",
Moyens Humains Conventionels,Tournage,HMC,Coiffeur perruquier spécialisé,Specialized Wigmaker,USPA FICTION,Jour 8h,Jour,8,"282,73",
Moyens Humains Conventionels,Tournage,HMC,Costumier ,Costume Designer,USPA FICTION,Jour 8h,Jour,8,"181,41",
Moyens Humains Conventionels,Tournage,HMC,Costumier ,Costume Designer,USPA FLUX,Jour 8h,Jour,8,"178,76",
Moyens Humains Conventionels,Tournage,HMC,Costumier ,Costume Designer,USPA AUTRES,Jour 8h,Jour,8,"176,99",
Moyens Humains Conventionels,Tournage,HMC,Costumier spécialisé,Specialized Costume Designer,USPA FICTION,Jour 8h,Jour,8,"227,74",
Moyens Humains Conventionels,Tournage,HMC,Créateur de costume ,Costume Maker,USPA FICTION,Jour 8h,Jour,8,"416,75",
Moyens Humains Conventionels,Tournage,HMC,Créateur de costume ,Costume Maker,USPA FLUX,Jour 8h,Jour,8,"410,59",
Moyens Humains Conventionels,Tournage,HMC,Créateur de costume ,Costume Maker,USPA AUTRES,Jour 8h,Jour,8,"410,59",
Moyens Humains Conventionels,Tournage,HMC,Créateur de costume spécialisé,Specialized Costume Maker,USPA FICTION,Jour 8h,Jour,8,"555,95",
Moyens Humains Conventionels,Tournage,HMC,Habilleur ,Dresser,USPA FICTION,Jour 8h,Jour,8,"163,48",
Moyens Humains Conventionels,Tournage,HMC,Habilleur ,Dresser,USPA FLUX,Jour 8h,Jour,8,"161,09",
Moyens Humains Conventionels,Tournage,HMC,Habilleur ,Dresser,USPA AUTRES,Jour 8h,Jour,8,"159,49",
Moyens Humains Conventionels,Tournage,HMC,Habilleur spécialisé,Specialized Dresser,USPA FICTION,Jour 8h,Jour,8,"177,83",
Moyens Humains Conventionels,Tournage,HMC,Maquilleur ,Makeup Artist,USPA FICTION,Jour 8h,Jour,8,"181,41",
Moyens Humains Conventionels,Tournage,HMC,Maquilleur ,Makeup Artist,USPA FLUX,Jour 8h,Jour,8,"178,76",
Moyens Humains Conventionels,Tournage,HMC,Maquilleur ,Makeup Artist,USPA AUTRES,Jour 8h,Jour,8,"176,99",
Moyens Humains Conventionels,Tournage,HMC,Maquilleur spécialisé,Specialized Makeup Artist,USPA FICTION,Jour 8h,Jour,8,"227,74",
Moyens Humains Conventionels,Tournage,HMC,Maquilleur et coiffeur effets spécialiséciaux ,Special Effects Makeup and Hair Artist,USPA FICTION,Jour 8h,Jour,8,"272,27",
Moyens Humains Conventionels,Tournage,HMC,Maquilleur et coiffeur effets spécialiséciaux ,Special Effects Makeup and Hair Artist,USPA FLUX,Jour 8h,Jour,8,"268,28",
Moyens Humains Conventionels,Tournage,HMC,Maquilleur et coiffeur effets spécialiséciaux ,Special Effects Makeup and Hair Artist,USPA AUTRES,Jour 8h,Jour,8,"265,63",
Moyens Humains Conventionels,Tournage,HMC,Prothésiste ,Prosthetics Artist,USPA FICTION,Jour 8h,Jour,8,"272,27",
Moyens Humains Conventionels,Tournage,HMC,Prothésiste ,Prosthetics Artist,USPA AUTRES,Jour 8h,Jour,8,"265,63",
Moyens Humains Conventionels,Tournage,HMC,Styliste ,Stylist,USPA FICTION,Jour 8h,Jour,8,"204,43",
Moyens Humains Conventionels,Tournage,HMC,Styliste ,Stylist,USPA FLUX,Jour 8h,Jour,8,"201,43",
Moyens Humains Conventionels,Tournage,HMC,Styliste ,Stylist,USPA AUTRES,Jour 8h,Jour,8,"199,44",
Moyens Humains Conventionels,Tournage,Image,1er assistant opérateur ,1st Assistant Camera (1st AC),USPA FICTION,Jour 8h,Jour,8,"245,92",
Moyens Humains Conventionels,Tournage,Image,1er assistant opérateur ,1st Assistant Camera (1st AC),USPA FLUX,Jour 8h,Jour,8,"242,32",
Moyens Humains Conventionels,Tournage,Image,1er assistant opérateur ,1st Assistant Camera (1st AC),USPA AUTRES,Jour 8h,Jour,8,"239,93",
Moyens Humains Conventionels,Tournage,Image,1er assistant opérateur spécialisé,Specialized 1st Assistant Camera,USPA FICTION,Jour 8h,Jour,8,"285,26",
Moyens Humains Conventionels,Tournage,Image,2ème assistant opérateur ,2nd Assistant Camera (2nd AC),USPA FICTION,Jour 8h,Jour,8,"181,41",
Moyens Humains Conventionels,Tournage,Image,2ème assistant opérateur ,2nd Assistant Camera (2nd AC),USPA FLUX,Jour 8h,Jour,8,"178,76",
Moyens Humains Conventionels,Tournage,Image,2ème assistant opérateur ,2nd Assistant Camera (2nd AC),USPA AUTRES,Jour 8h,Jour,8,"176,99",
Moyens Humains Conventionels,Tournage,Image,2ème assistant opérateur spécialisé,Specialized 2nd Assistant Camera,USPA FICTION,Jour 8h,Jour,8,"229,23",
Moyens Humains Conventionels,Tournage,Image,Cadreur ,Camera Operator,USPA FICTION,Jour 8h,Jour,8,"285,72",
Moyens Humains Conventionels,Tournage,Image,Cadreur ,Camera Operator,USPA FLUX,Jour 8h,Jour,8,"281,54",
Moyens Humains Conventionels,Tournage,Image,Cadreur ,Camera Operator,USPA AUTRES,Jour 8h,Jour,8,"278,76",
Moyens Humains Conventionels,Tournage,Image,Cadreur spécialisé,Specialized Camera Operator,USPA FICTION,Jour 8h,Jour,8,"358,68",
Moyens Humains Conventionels,Tournage,Image,Chef opérateur image ,Chief Camera Operator / Director of Photography,USPA FLUX,Jour 8h,Jour,8,"316,35",
Moyens Humains Conventionels,Tournage,Image,Chef opérateur image ,Chief Camera Operator / Director of Photography,USPA AUTRES,Jour 8h,Jour,8,"316,35",
Moyens Humains Conventionels,Tournage,Image,Directeur de la photographie ,Director of Photography,USPA FICTION,Jour 8h,Jour,8,"447,49",
Moyens Humains Conventionels,Tournage,Image,Directeur de la photographie ,Director of Photography,USPA FLUX,Jour 8h,Jour,8,"440,88",
Moyens Humains Conventionels,Tournage,Image,Directeur de la photographie ,Director of Photography,USPA AUTRES,Jour 8h,Jour,8,"440,88",
Moyens Humains Conventionels,Tournage,Image,Directeur de la photographie spécialisé,Specialized Director of Photography,USPA FICTION,Jour 8h,Jour,8,"571,04",
Moyens Humains Conventionels,Tournage,Image,Ingénieur de la vision ,Vision Engineer,USPA FLUX,Jour 8h,Jour,8,"316,35",
Moyens Humains Conventionels,Tournage,Image,Ingénieur de la vision ,Vision Engineer,USPA AUTRES,Jour 8h,Jour,8,"316,35",
Moyens Humains Conventionels,Tournage,Image,Ingénieur de la vision adjoint ,Assistant Vision Engineer,USPA FLUX,Jour 8h,Jour,8,"223,82",
Moyens Humains Conventionels,Tournage,Image,Ingénieur de la vision adjoint ,Assistant Vision Engineer,USPA AUTRES,Jour 8h,Jour,8,"221,60",
Moyens Humains Conventionels,Tournage,Image,Opérateur spécialisécial (steadicamer) ,Specialized Operator (Steadicam),USPA FICTION,Jour 8h,Jour,8,"299,75",
Moyens Humains Conventionels,Tournage,Image,Opérateur spécialisécial (steadicamer) ,Specialized Operator (Steadicam),USPA FLUX,Jour 8h,Jour,8,"295,32",
Moyens Humains Conventionels,Tournage,Image,Opérateur spécialisécial (steadicamer) ,Specialized Operator (Steadicam),USPA AUTRES,Jour 8h,Jour,8,"295,32",
Moyens Humains Conventionels,Tournage,Image,Opérateur spécialisécial (steadicamer) spécialisé,Specialized Operator (Steadicam),USPA FICTION,Jour 8h,Jour,8,"358,68",
Moyens Humains Conventionels,Tournage,Image,Technicien vidéo ,Video Technician,USPA FICTION,Jour 8h,Jour,8,"208,91",
Moyens Humains Conventionels,Tournage,Image,Technicien vidéo ,Video Technician,USPA FLUX,Jour 8h,Jour,8,"205,85",
Moyens Humains Conventionels,Tournage,Image,Technicien vidéo ,Video Technician,USPA AUTRES,Jour 8h,Jour,8,"203,81",
Moyens Humains Conventionels,Tournage,Image,Technicien vidéo web ,Web Video Technician,USPA FICTION,Jour 8h,Jour,8,"117,66",
Moyens Humains Conventionels,Tournage,Image,Technicien vidéo web ,Web Video Technician,USPA FLUX,Jour 8h,Jour,8,"115,94",
Moyens Humains Conventionels,Tournage,Image,Technicien vidéo web ,Web Video Technician,USPA AUTRES,Jour 8h,Jour,8,"114,79",
Moyens Humains Conventionels,Tournage,Image,Assistant OPV adjoint ,Assistant Camera Operator's Assistant,USPA FICTION,Jour 8h,Jour,8,"117,66",
Moyens Humains Conventionels,Tournage,Image,Assistant OPV adjoint ,Assistant Camera Operator's Assistant,USPA FLUX,Jour 8h,Jour,8,"115,94",
Moyens Humains Conventionels,Tournage,Image,Assistant OPV adjoint ,Assistant Camera Operator's Assistant,USPA AUTRES,Jour 8h,Jour,8,"114,79",
Moyens Humains Conventionels,Post-production image,Ingest & proxies,Assistant de post-production ,Post-Production Assistant,USPA FICTION,Jour 8h,Jour,8,"159,00",
Moyens Humains Conventionels,Post-production image,Ingest & proxies,Assistant de post-production ,Post-Production Assistant,USPA FLUX,Jour 8h,Jour,8,"156,67",
Moyens Humains Conventionels,Post-production image,Ingest & proxies,Assistant de post-production ,Post-Production Assistant,USPA AUTRES,Jour 8h,Jour,8,"155,12",
Moyens Humains Conventionels,Post-production image,Ingest & proxies,Opérateur de transfert et de traitement numérique ,Digital Imaging Technician (DIT),USPA FICTION,Jour 8h,Jour,8,"181,41",
Moyens Humains Conventionels,Post-production image,Ingest & proxies,Opérateur de transfert et de traitement numérique ,Digital Imaging Technician (DIT),USPA FLUX,Jour 8h,Jour,8,"178,76",
Moyens Humains Conventionels,Post-production image,Ingest & proxies,Opérateur de transfert et de traitement numérique ,Digital Imaging Technician (DIT),USPA AUTRES,Jour 8h,Jour,8,"176,99",
Moyens Humains Conventionels,Interprétation,Coaching & dresseurs,Dresseur ,Animal Trainer / Handler,USPA AUTRES,Jour 8h,Jour,8,"279,33",
Moyens Humains Conventionels,Tournage,Lumière,Assistant lumière ,Lighting Assistant,USPA FICTION,Jour 8h,Jour,8,"194,27",
Moyens Humains Conventionels,Tournage,Lumière,Assistant lumière ,Lighting Assistant,USPA FLUX,Jour 8h,Jour,8,"191,42",
Moyens Humains Conventionels,Tournage,Lumière,Assistant lumière ,Lighting Assistant,USPA AUTRES,Jour 8h,Jour,8,"189,53",
Moyens Humains Conventionels,Tournage,Lumière,Assistant lumière spécialisé,Specialized Lighting Assistant,USPA FICTION,Jour 8h,Jour,8,"252,54",
Moyens Humains Conventionels,Tournage,Lumière,Chef électricien ,Gaffer,USPA FICTION,Jour 8h,Jour,8,"251,35",
Moyens Humains Conventionels,Tournage,Lumière,Chef électricien ,Gaffer,USPA FLUX,Jour 8h,Jour,8,"247,67",
Moyens Humains Conventionels,Tournage,Lumière,Chef électricien ,Gaffer,USPA AUTRES,Jour 8h,Jour,8,"245,22",
Moyens Humains Conventionels,Tournage,Lumière,Conducteur de groupe ,Generator Operator,USPA FICTION,Jour 8h,Jour,8,"223,85",
Moyens Humains Conventionels,Tournage,Lumière,Conducteur de groupe ,Generator Operator,USPA AUTRES,Jour 8h,Jour,8,"218,39",
Moyens Humains Conventionels,Tournage,Lumière,Électricien ,Electrician,USPA FICTION,Jour 8h,Jour,8,"206,22",
Moyens Humains Conventionels,Tournage,Lumière,Électricien ,Electrician,USPA FLUX,Jour 8h,Jour,8,"203,20",
